assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A1309,1309,MQ Motivation Report Pack,['Personality & Behavior'],"The MQ Report pack consists of the Profile Chart, Employee Motivation Report and the Candidate Report and is a cost effective way of ensuring that your organisation takes a comprehensive approach to understanding what motivates its employees.",,"['General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Entry-Level', 'Executive', 'Front Line Manager']","['Chinese Simplified', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/mq-motivation-report-pack/
A1048,1048,MQ Profile,['Personality & Behavior'],"The profile chart is the Sten score graphical output of the MQ. It clearly shows the individual’s motivational drivers compared to the selected norm group as well as highlighting any unique scores.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Flemish', 'French (Belgium)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Italian', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Swedish', 'English International', 'English (USA)', 'Romanian', 'Indonesian', 'Turkish', 'Chinese Simplified', 'Hungarian']",True,False,https://www.shl.com/products/product-catalog/view/mq-profile/
A4015,4015,MS Access (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge and basic understanding of MS Access programming.,7.0,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/ms-access-new/
A3993,3993,MS Excel (New),['Knowledge & Skills'],"Multi-choice test that measures the ability to use MS Excel to maintain, organize, analyze and present numeric data.",6.0,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['English (USA)', 'Spanish', 'French', 'Portuguese (Brazil)']",True,False,https://www.shl.com/products/product-catalog/view/ms-excel-new/
A3995,3995,MS Office Basic Computer Literacy (New),['Knowledge & Skills'],"Multi-choice test that measures the ability to use MS Word, MS Excel and MS PowerPoint to perform basic tasks on a computer.",7.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']","['English (USA)', 'Spanish', 'Portuguese (Brazil)', 'French']",True,False,https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-new/
A4193,4193,MS Office Basic Computer Literacy (Sim) (New),['Simulations'],"Simulation based test that measures the ability to use basic computer operations, browser navigation, MS office and email.",5.0,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/ms-office-basic-computer-literacy-sim-new/
A4097,4097,MS PowerPoint (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of MS PowerPoint toolbars, slide layouts, animation, slideshow, slide designs and formats.",4.0,"['Entry-Level', 'Front Line Manager', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['English (USA)', 'French', 'Spanish', 'Portuguese (Brazil)']",True,False,https://www.shl.com/products/product-catalog/view/ms-powerpoint-new/
A3994,3994,MS Word (New),['Knowledge & Skills'],Multi-choice test that measures the ability to use MS Word to record and save textual information.,4.0,"['Professional Individual Contributor', 'Supervisor', 'Mid-Professional', 'Entry-Level', 'Graduate', 'Manager']","['Spanish', 'French', 'Portuguese (Brazil)', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/ms-word-new/
A4098,4098,MuleSoft Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of MuleSoft basic concepts, APIs and web services, Mule flow and scope, connectors and deployment.",17.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/mulesoft-development-new/
A615,615,Multitasking Ability,"['Ability & Aptitude', 'Knowledge & Skills', 'Simulations']","The Multitasking Ability assessment is a measure of one’s ability to adeptly work on more than one task simultaneously, while maintaining efficiency and effectiveness when interrupted or switching between tasks.  This test is a face-valid, split-screen simulation that is designed to assess multitasking ability. It captures the dynamic nature of the working environment by presenting the candidate with multiple types of items in a timed format. Candidates will be required to complete problem-solving items that are presented on one side of the screen, while at the same time attending to emails that are presented within an email inbox on the other side of the screen.",20.0,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/multitasking-ability/
A4100,4100,Networking and Implementation (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of networking devices, protocols, reference models, routing and implementation of networks.",7.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/networking-and-implementation-new/
A3997,3997,Node.js (New),['Knowledge & Skills'],"Multi-choice test that measures the basic knowledge of Node.js such as events, streams, file system, error handling, concurrency, DB handling and express framework.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/node-js-new/
A4041,4041,Nursing (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of carrying out various nursing tasks.,11.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/nursing-new/
A720,720,Occupational Personality Questionnaire OPQ32r,['Personality & Behavior'],"The SHL Occupational Personality Questionnaire, the OPQ32, is one of the most widely used and respected measures of workplace behavioural style in the world. It sets a high standard of measurement excellence, providing HR professionals and business managers with relevant and accurate information to make fast and well-informed people decisions. The OPQ32 provides a clear framework for understanding the impact of personality on job performance. It is internationally recognised for its accuracy of assessment. Over 90 independent validation studies have been conducted on the OPQ over a period of 25 years, across 20 countries and 40 industries, providing concrete evidence of its power to predict performance in the workplace.",25.0,"['Professional Individual Contributor', 'Supervisor', 'Mid-Professional', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Director', 'Executive']","['English International', 'French (Canada)', 'Portuguese', 'Chinese Simplified', 'Chinese Traditional', 'French (Belgium)', 'French', 'Polish', 'Slovak', 'Czech', 'Danish', 'Flemish', 'Dutch', 'Estonian', 'Finnish', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latvian', 'Lithuanian', 'Norwegian', 'English (USA)', 'Arabic', 'Portuguese (Brazil)', 'Spanish', 'Latin American Spanish', 'Romanian', 'Russian', 'Serbian', 'Swedish', 'Thai', 'Turkish', 'Malay', 'Vietnamese']",True,False,https://www.shl.com/products/product-catalog/view/occupational-personality-questionnaire-opq32r/
A4116,4116,Operations Management (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of planning, product design and development, quality management and supply chain management.",7.0,"['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/operations-management-new/
A727,727,OPQ Candidate Plus Report,['Personality & Behavior'],A brief narrative OPQ (Occupational Personality Questionnaire) report designed to be given to the individual who completed the OPQ.,,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Finnish', 'English International']",True,False,https://www.shl.com/products/product-catalog/view/opq-candidate-plus-report/
A4298,4298,OPQ Candidate Report 2.0,['Personality & Behavior'],A brief narrative OPQ (Occupational Personality Questionnaire) report structure around 3 OPQ profile sections which can be given to candidates to keep after a feedback session,,[],[],True,False,https://www.shl.com/products/product-catalog/view/opq-candidate-report-2-0/
A748,748,OPQ Emotional Intelligence Report,['Personality & Behavior'],This OPQ (Occupational Personality Questionnaire) report explores how a person manages feelings and relationships with other people.  It is intended for use in a development setting.,,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Portuguese (Brazil)', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'Latin American Spanish', 'Portuguese', 'Swedish', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-emotional-intelligence-report/
A749,749,OPQ Leadership Report,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report provides a detailed analysis of an individual's leadership potential.  It is based on SHL's leading edge Leadership Model, providing a competency based approach to leadership.",,"['Director', 'Executive', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Dutch', 'English International', 'English (USA)', 'Romanian', 'Portuguese', 'French', 'German', 'Swedish', 'Chinese Simplified', 'Portuguese (Brazil)', 'Japanese', 'Polish', 'Russian', 'Latin American Spanish']",True,False,https://www.shl.com/products/product-catalog/view/opq-leadership-report/
A750,750,OPQ Manager Plus Report,['Personality & Behavior'],"This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers.  It uses clear succinct bullets and tables for ease of interpretation.  It provide simple comments on each of the personality traits.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Director', 'Entry-Level', 'Executive', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Romanian', 'Czech', 'Serbian', 'Portuguese (Brazil)', 'Spanish', 'Chinese Traditional', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report/
A4300,4300,OPQ Manager Plus Report 2.0,['Personality & Behavior'],This concise OPQ (Occupational Personality Questionnaire) report is designed for use with and by managers. It uses clear succinct bullets and tables for ease of interpretation. It provides simple comments on each of the personality traits.,,"['Supervisor', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Entry-Level']",[],True,False,https://www.shl.com/products/product-catalog/view/opq-manager-plus-report-2-0/
A752,752,OPQ Maximising your Learning Report,['Personality & Behavior'],This OPQ (Occupational Personality Questionnaire) report is designed to help people get the most from their development.  It summarises the preferred approach to learning across four dimensions.,,"['Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director']","['Danish', 'Dutch', 'Portuguese', 'Swedish', 'English International']",True,False,https://www.shl.com/products/product-catalog/view/opq-maximising-your-learning-report/
A754,754,OPQ MQ Sales Report,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report provides a graphical and narrative summary of an individual's natural style that is critical to sales success. It can also, optionally, use input from the SHL Motivation Questionnaire (MQ) to add information about the sales motivators and drives of an individual. 
Note: updated versions of Turkish, Hungarian and Indonesian Sales Report were launched on 01 July 2013.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Portuguese (Brazil)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)', 'Chinese Traditional', 'Portuguese', 'Romanian']",True,False,https://www.shl.com/products/product-catalog/view/opq-mq-sales-report/
A753,753,OPQ Premium Plus Report,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",,"['Supervisor', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'Executive']",['English International'],True,False,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report/
A4307,4307,OPQ Premium Plus Report 2.0,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report contains a selection of reports including OPQ profile, user report, manager plus report, candidate plus report, universal competency report, team impact selection report.",,"['Manager', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor', 'Director', 'General Population', 'Entry-Level', 'Executive', 'Front Line Manager', 'Supervisor']",[],True,False,https://www.shl.com/products/product-catalog/view/opq-premium-plus-report-2-0/
A1050,1050,OPQ Profile Report,['Personality & Behavior'],"This is a graphical profile charts presenting results across the 32 OPQ scales. It is designed to be interpreted by OPQ trained users only.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Arabic', 'Romanian', 'Slovak', 'Serbian', 'Chinese Simplified', 'Chinese Traditional', 'Danish', 'Flemish', 'Dutch', 'English International', 'Finnish', 'French (Belgium)', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese (Brazil)', 'Portuguese', 'Russian', 'Latin American Spanish', 'Spanish', 'Swedish', 'Thai', 'Turkish', 'English (USA)', 'Czech', 'Estonian', 'Latvian', 'Lithuanian']",True,False,https://www.shl.com/products/product-catalog/view/opq-profile-report/
A1060,1060,OPQ Team Impact Group Development Report,['Personality & Behavior'],"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.
“IMPORTANT! Please note that for a sample report contact Managed Services"".",,"['Executive', 'Director', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Danish', 'English International', 'Finnish', 'Dutch', 'Norwegian', 'Swedish', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-team-impact-group-development-report/
A1059,1059,OPQ Team Impact Individual Development Report,['Personality & Behavior'],"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['English International', 'Danish', 'Dutch', 'Finnish', 'Latin American Spanish', 'Norwegian', 'Swedish', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-team-impact-individual-development-report/
A1058,1058,OPQ Team Impact Selection Report,['Personality & Behavior'],"These reports are based on the SHL Team Impact Model, which is focused on actual team processes.  They are supported by clear and easy to understand graphics which do not require OPQ training.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Danish', 'Dutch', 'Finnish', 'Latin American Spanish', 'Norwegian', 'Swedish', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-team-impact-selection-report/
A1061,1061,OPQ Team Types & Leadership Styles Profile,['Personality & Behavior'],This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Flemish', 'French (Belgium)', 'Portuguese (Brazil)', 'Danish', 'French (Canada)', 'French', 'German', 'Italian', 'Latin American Spanish', 'Norwegian', 'Portuguese', 'Swedish', 'Turkish', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-profile/
A756,756,OPQ Team Types and Leadership Styles Report,['Personality & Behavior'],This OPQ (Occupational Personality Questionnaire) report is based on Belbin's team types and Bass's leadership and reporting styles.  Belbins team types: individual preferred role when working in ateam.  Bass's leadership and reporting styles: individuals preferred leadership styles and likely style of behaviour as a direct report.,,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Flemish', 'French (Belgium)', 'Portuguese (Brazil)', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'Italian', 'Latin American Spanish', 'Norwegian', 'Portuguese', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-team-types-and-leadership-styles-report/
A757,757,OPQ UCF Development Action Planner Report 1.0,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['English International', 'English (USA)', 'Dutch', 'French', 'German', 'Norwegian', 'Swedish', 'Japanese', 'Portuguese', 'Chinese Simplified', 'Italian', 'Danish', 'Finnish', 'Latin American Spanish', 'Portuguese (Brazil)']",True,False,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report/
A4286,4286,OPQ UCF Development Action Planner Report 2.0,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report provides clear and relevant information about an individual's strengths and areas for development, for use in staff development and on-boarding situations.",,"['Director', 'Executive', 'Front Line Manager', 'Manager', 'Graduate', 'General Population', 'Professional Individual Contributor', 'Supervisor', 'Mid-Professional']",[],True,False,https://www.shl.com/products/product-catalog/view/opq-ucf-development-action-planner-report-2-0/
A758,758,OPQ Universal Competency Report 1.0,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.
Please note this report is currently being updated on Talent Central as part of a reporting refresh project, and there may be visual differences when comparing Talent Central reports to ones generated on other assessment platforms. Differences are regarding the layout and display of the reports only and do not affect the underlying scoring. When viewing sample reports, please ensure you select the appropriate language and platform example.
Where a sample report has no platform indicated, it is available on both the Talent Central and SODA platforms.",,"['Graduate', 'Director', 'Executive', 'Front Line Manager', 'General Population', 'Supervisor', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Czech', 'Romanian', 'Slovak', 'Serbian', 'Portuguese (Brazil)', 'Spanish', 'Chinese Traditional', 'Danish', 'Dutch', 'Finnish', 'French (Canada)', 'French', 'German', 'Greek', 'Hungarian', 'Icelandic', 'Indonesian', 'Italian', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Portuguese', 'Russian', 'Chinese Simplified', 'Swedish', 'Thai', 'Turkish', 'English International', 'English (USA)']",True,False,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report/
A4289,4289,OPQ Universal Competency Report 2.0,['Personality & Behavior'],This OPQ (Occupational Personality Questionnaire) report is based on the Universal Competency framework.  It graphically outlines how an individual's typical way of behaving is likely to impact on competencies.  It provides a graphical scale for each competency and summarises aspects of personality which contribute (positively or negatively) to each competency.,,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Director', 'Executive', 'Front Line Manager', 'General Population']",[],True,False,https://www.shl.com/products/product-catalog/view/opq-universal-competency-report-2-0/
A1067,1067,OPQ User and Managers Report,['Personality & Behavior'],"This OPQ (Occupational Personality Questionnaire) report consists of two reports. The User Report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  The Manager's Report describes the individual's personal style in narrative text that can be given directly to a line manager.
These reports can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Flemish', 'French (Belgium)', 'Danish', 'Finnish', 'French', 'Italian', 'Norwegian', 'Portuguese', 'English International']",True,False,https://www.shl.com/products/product-catalog/view/opq-user-and-managers-report/
A759,759,OPQ User Report,"['Personality & Behavior', 'Simulations']","This OPQ (Occupational Personality Questionnaire) report includes a Profile Chart and narrative text, focusing on an individuals likely way of behaving at work.  It can be used as an interpretation aid when giving feedback, writing reports, or interpreting OPQ information.",,"['Director', 'Executive', 'Front Line Manager', 'General Population', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']","['Flemish', 'French (Belgium)', 'Spanish', 'Danish', 'Dutch', 'Finnish', 'French', 'German', 'Italian', 'Norwegian', 'Portuguese', 'English International', 'English (USA)', 'Portuguese (Brazil)', 'French (Canada)', 'Latin American Spanish']",True,False,https://www.shl.com/products/product-catalog/view/opq-user-report/
A4106,4106,Oracle DBA (Advanced Level) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Oracle DB architecture, backup and recovery, MySQL administration and advanced topics such as network configuration and data warehouse management.",12.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/oracle-dba-advanced-level-new/
A4105,4105,Oracle DBA (Entry Level) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Oracle database architecture, data management, backup and recovery, and MySQL administration.",12.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/oracle-dba-entry-level-new/
A4145,4145,Oracle PL/SQL (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of SQL queries, relational database concepts and specific Oracle PL/SQL features.",11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/oracle-plsql-new/
A4156,4156,Oracle WebLogic Server (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of the concepts of WebLogic such as server installation, administration, node, logs manager, security and deployment.",7.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/oracle-weblogic-server-new/
A4154,4154,Organic Chemistry (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of the basic concepts in organic chemistry.,10.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/organic-chemistry-new/
A4107,4107,Paint Technology (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of paint raw materials and precursors, manufacture of different types of coatings, surface treatment and coating applications.",7.0,"['Professional Individual Contributor', 'Graduate', 'Mid-Professional']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/paint-technology-new/
A3998,3998,Pediatrics (New),['Knowledge & Skills'],"Multi-choice test that measures the basic knowledge of pediatric diseases, their symptoms and the medicines administered to cure or prevent them.",5.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pediatrics-new/
A4108,4108,Pega Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Pega architecture, user interface, rule and user management, case management, integration with external systems, frameworks, applications and performance.",17.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pega-development-new/
A4109,4109,Perl (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Perl scripting used for text manipulation, web development, system administration, etc.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/perl-new/
A4070,4070,Petrochemical Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of fluid and thermal principles of petrochemical engineering, chemical processes, petroleum composition and processing.",7.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/petrochemical-engineering-new/
A4110,4110,Petroleum Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of petroleum engineering, drilling and production operations and offshore petroleum production.",10.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/petroleum-engineering-new/
A4088,4088,Pharmaceutical Analysis (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of laboratory analytical techniques such as chromatography, titration, spectroscopy, and spectrophotometry.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pharmaceutical-analysis-new/
A4114,4114,Pharmaceutical Chemistry (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of physical chemistry, organic chemistry, inorganic chemistry, biochemistry and medicinal chemistry.",17.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pharmaceutical-chemistry-new/
A4061,4061,Pharmaceutical Science (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of drug manufacture, drug delivery, drug action, and pharmaceutical analysis techniques.",7.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pharmaceutical-science-new/
A4111,4111,Pharmaceutics (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of pharmaceutical engineering and technology for drug manufacture, biopharmaceutics, modern pharmaceutics and dispensing pharmacy.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pharmaceutics-new/
A4112,4112,Pharmacology (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of pharmacological drugs classification, chemotherapy, inflammatory disorders, drug action on nervous system, endocrine pharmacology, drug action on circulatory system and GI tract.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/pharmacology-new/
A4103,4103,PHP (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of OOPs & programming constructs, web & database handling and advanced PHP.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/php-new/
